_id,ltable_ID,rtable_ID,ltable_Name,ltable_Category,ltable_Author,ltable_Price,ltable_Series,ltable_Pages,ltable_Publisher,ltable_Date,ltable_Language,ltable_ISBN_10,ltable_ISBN_13,ltable_Dimensions,ltable_Weight,rtable_Name,rtable_Category,rtable_Author,rtable_Price,rtable_Series,rtable_Pages,rtable_Publisher,rtable_Date,rtable_Language,rtable_ISBN_10,rtable_ISBN_13,rtable_Dimensions,rtable_Weight,label
1053,2721,1077,The Sacred Fount,Psychological Thrillers,Henry James,,,134 pages,CreateSpace Independent Publishing Platform,"""January 6, 2018""",English,1981905189,978-1981905188,6 x 0.3 x 9 inches,9.1 ounces,The Undercover Captain,Science Fiction - Space Opera,Henry Vogel,$12.99,,198,Rampant Loon Media LLC,January 2017,,1938834755,9781938834752,8.5 x 5.51 x 0.45 inches,0.57 pounds,0
1096,84,1149,The Master of Mankind (The Horus Heresy),Science Fiction : Space Opera,Aaron Dembski-Bowden,$9.99,The Horus Heresy (Book 41),448 pages,Games Workshop,"""June 26, 2018""",English,1784967114,978-1784967116,4.2 x 6.7 inches,1.1 pounds,The Talon of Horus,Science Fiction - Space Opera,Aaron Dembski-Bowden,$16.00,,416,Games Workshop,December 2016,,1784960497,9781784960490,7.7 x 5 x 1.1 inches,0.65 pounds,0
1104,43,1174,The Accidental War: A Novel,Science Fiction : Space Opera,Walter Jon Williams,$16.99,,560 pages,Harper Voyager,"""September 4, 2018""",English,62467026,978-0062467027,5.3 x 1.3 x 8 inches,10.4 ounces,The Nobility,Science Fiction - Space Opera,Cj Williams,$11.99,,296,Createspace Independent Publishing Platform,November 2016,,1539637131,9781539637134,9 x 6 x 0.67 inches,0.96 pounds,0
1115,2432,1183,The Mill on the Floss,Psychological Thrillers,George Eliot,,,364 pages,CreateSpace Independent Publishing Platform,"""March 9, 2018""",English,1986346617,978-1986346610,6 x 0.8 x 9 inches,1.4 pounds,The Washington,Science Fiction - Space Opera,George W. Harper,$14.99,,418,Createspace Independent Publishing Platform,November 2016,,1539939510,9781539939511,9.02 x 5.98 x 0.85 inches,1.23 pounds,0
1124,805,1199,"""Legend of the Galactic Heroes, Vol. 5: Mobilization""",Science Fiction : Space Opera,Yoshiki Tanaka and Tyran Grillo,$9.34,Legend of the Galactic Heroes (Book 5),272 pages,Haikasoru,"""November 21, 2017""",English,1421584980,978-1421584980,5.2 x 0.6 x 8 inches,7.8 ounces,"""Legend of the Galactic Heroes, Volume 3  :  Endurance""",Science Fiction - Space Opera,Yoshiki Tanaka and Daniel Huddleston,$15.99,,304,Haikasoru,November 2016,,1421584964,9781421584966,7.9 x 5.2 x 0.8 inches,0.55 pounds,0
1125,706,1202,Requiem: Aurora Resonant Book Three (Volume 3),Science Fiction : Space Opera,G. S. Jennsen,$12.82,Aurora Resonant (Book 9),462 pages,Hypernova Publishing; 1 edition,"""December 10, 2017""",English,998424560,978-0998424569,5.2 x 1.2 x 8 inches,1.2 pounds,Transcendence  :  Aurora Rising Book Three,Science Fiction - Space Opera,G. S. Jennsen,$17.99,,468,Hypernova Publishing,November 2016,,997392193,9780997392197,8 x 5.25 x 1.04 inches,1.17 pounds,0
1130,2231,1224,The Drowning: A Novel,Psychological Thrillers,J.P. Smith,$15.99,,336 pages,Sourcebooks Landmark,"""January 1, 2019""",English,1492669008,978-1492669005,5.5 x 8.2 inches,1.1 pounds,Star Fall  :  A Seeders Universe Novel,Science Fiction - Space Opera,Dean Wesley Smith,$14.99,,218,Wmg Publishing,November 2016,,1561467715,9781561467716,9.02 x 5.98 x 0.5 inches,0.72 pounds,0
1132,2770,1235,The Walk Within,Psychological Thrillers,John Lonewolf,$5.99,,130 pages,Independently published,"""December 21, 2017""",English,197670331X,978-1976703317,6 x 0.3 x 9 inches,9 ounces,The Golden Amazon,Science Fiction - Space Opera,John Russell Fearn,$14.95,,180,Createspace Independent Publishing Platform,November 2016,,1540365948,9781540365941,9 x 6 x 0.38 inches,0.55 pounds,0
1137,129,1251,Space Drifters: The Ghost Ship,Science Fiction : Space Opera,Paul Regnier,$15.99,Space Drifters (Book 3),304 pages,Enclave,"""April 10, 2018""",English,1683700821,978-1683700821,,1.1 pounds,Space Drifters  :  The Emerald Enigma,Science Fiction - Space Opera,Paul Regnier,$14.99,,319,Enclave,July 2016,,1683700147,9781683700142,8.4 x 5.5 x 1 inches,1.1 pounds,0
1138,1369,1266,Fate Chronicles: The Drakaran: Book Three,Fantasy : Dark,R. D. Bernstein,$12.95,Fate Chronicles (Book 3),286 pages,Independently published,"""February 27, 2018""",English,1980419450,978-1980419457,6 x 0.7 x 9 inches,1.1 pounds,Zeraph's Prize  :  The Fate of Kyoto,Science Fiction - Space Opera,R. Lewis Wright,$14.99,,350,Createspace Independent Publishing Platform,October 2016,,1539596451,9781539596455,7.99 x 5 x 0.78 inches,0.84 pounds,0
1140,2002,1270,Abominations: Children of the Fallen Book One,Fantasy : Dark,Nick Lilavois,$5.25,Children of the Fallen (Book 1),40 pages,Independently published,"""November 6, 2017""",English,1973235579,978-1973235576,6 x 0.1 x 9 inches,3.8 ounces,Independence  :  Book One of the Legacy Ship Trilogy,Science Fiction - Space Opera,Nick Webb,$16.99,,374,Createspace Independent Publishing Platform,October 2016,,1539389340,9781539389347,8 x 5 x 0.83 inches,0.89 pounds,0
1142,481,1271,Deathworld,Science Fiction : Space Opera,Harry Harrison,$12.99,,202 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703472,978-1528703475,5.5 x 0.5 x 8.5 inches,9.3 ounces,Deathworld,Science Fiction - Space Opera,Harry Harrison,$11.99,,146,Createspace Independent Publishing Platform,October 2016,,153949988X,9781539499886,9 x 6 x 0.31 inches,0.45 pounds,0
1146,636,1278,Fringe Campaign,Science Fiction : Space Opera,Rachel Aukes,$12.99,Fringe (Book 3),,Surprisingly Adequate Publishing,"""December 22, 2017""",English,989901882,978-0989901888,5.5 x 0.4 x 8.5 inches,9.1 ounces,Fringe Station,Science Fiction - Space Opera,Rachel Aukes,$12.99,,192,Surprisingly Adequate Publishing,October 2016,,989901874,9780989901871,8.5 x 5.5 x 0.41 inches,0.5 pounds,0
1151,87,1283,Reverse Abduction (Alien Abduction),Science Fiction : Space Opera,Eve Langlais,$9.99,Alien Abduction (Book 8),152 pages,Eve Langlais,"""June 19, 2018""",English,1988328896,978-1988328898,5 x 0.4 x 8 inches,6.1 ounces,Intentional Abduction,Science Fiction - Space Opera,Eve Langlais,$7.99,,156,Createspace Independent Publishing Platform,October 2016,,1539676072,9781539676072,8 x 5 x 0.33 inches,0.35 pounds,0
1161,1877,1309,The Works of Edgar Allan Poe (Five Volumes),Fantasy : Dark,Edgar Allan Poe,$19.50,,480 pages,Independently published,"""November 30, 2017""",English,1973430339,978-1973430339,8.5 x 1.2 x 11 inches,3 pounds,The Chessmen of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$13.99,,236,Createspace Independent Publishing Platform,September 2016,,1539135055,9781539135050,9 x 6 x 0.5 inches,0.71 pounds,0
1163,1847,1309,The Dead Shall Live: Volume Two of The Fury Triad (Volume 2),Fantasy : Dark,Patricia Burroughs,$20.99,The Fury Triad,596 pages,Story Spring Publishing,"""December 4, 2017""",English,1940699193,978-1940699196,6 x 1.4 x 9 inches,2.2 pounds,The Chessmen of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$13.99,,236,Createspace Independent Publishing Platform,September 2016,,1539135055,9781539135050,9 x 6 x 0.5 inches,0.71 pounds,0
1165,2166,1309,The Narrative of Arthur Gordon Pym,Fantasy : Dark,Edgar Allan Poe,$14.99,,260 pages,Shadowridge Press,"""October 10, 2017""",English,1946808083,978-1946808080,7 x 0.6 x 10 inches,1.3 pounds,The Chessmen of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$13.99,,236,Createspace Independent Publishing Platform,September 2016,,1539135055,9781539135050,9 x 6 x 0.5 inches,0.71 pounds,0
1179,951,1375,"""The Best of Don Wilcox, Vol. 2""",Science Fiction : Space Opera,Don Wilcox and Von Rothenberger,$14.99,,268 pages,Wildside Press,"""October 20, 2017""",English,1479429740,978-1479429745,6 x 0.6 x 9 inches,14.9 ounces,"""The Best of Don Wilcox, Vol. 1""",Science Fiction - Space Opera,Don Wilcox and Rothenberger Von and Ashley Mike,$15.00,,314,Wildside Press,August 2016,,1479422959,9781479422951,9 x 6 x 0.7 inches,1.02 pounds,0
1180,1832,1378,The White Serpent (Wars of Vis),Fantasy : Dark,Tanith Lee,$6.79,Wars of Vis (Book 3),368 pages,DAW; New edition,"""December 5, 2017""",English,756411033,978-0756411039,4.1 x 0.9 x 6.8 inches,6.2 ounces,The Coming of the Dark,Science Fiction - Space Opera,MR Lee Payne,$11.50,,306,Createspace Independent Publishing Platform,August 2016,,1533624577,9781533624574,9.02 x 5.98 x 0.64 inches,0.91 pounds,0
1190,477,1400,The Lotus Eaters,Science Fiction : Space Opera,Stanley G. Weinbaum,$9.99,,42 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703464,978-1528703468,5.5 x 0.1 x 8.5 inches,2.4 ounces,The Great Betrayal,Science Fiction - Space Opera,Michael G. Thomas,$13.99,,332,Swordworks,August 2016,,1911092278,9781911092278,8 x 5.25 x 0.74 inches,0.83 pounds,0
1198,678,1412,Stranded (Shadows of the Void Space Opera Serial) (Volume 2),Science Fiction : Space Opera,J. J. Green,$6.99,Shadows of the Void Space Opera Serial,140 pages,CreateSpace Independent Publishing Platform,"""December 14, 2017""",English,1974602303,978-1974602308,5 x 0.3 x 8 inches,7.4 ounces,Myth of the Malthians,Science Fiction - Space Opera,Ruth J. Burroughs,$14.75,,176,Gypsy Shadow Publishing Company,August 2016,,1619502941,9781619502949,9 x 6 x 0.41 inches,0.59 pounds,0
1211,1678,1460,Fallen Gods: Tides of War Book II,Fantasy : Dark,James A. Moore,$7.99,Tides of War (Book 2),400 pages,Angry Robot,"""January 2, 2018""",English,857667114,978-0857667113,4.2 x 1 x 6.9 inches,6.7 ounces,"""Relic of Sorrows  :  Fallen Empire, Book 4""",Science Fiction - Space Opera,Lindsay A. Buroker,$10.99,,254,Createspace Independent Publishing Platform,July 2016,,1535569522,9781535569521,9 x 6 x 0.58 inches,0.83 pounds,0
1228,2226,1494,The Works of Edgar Allan Poe  Volume 1,Fantasy : Dark,Edgar Allan Poe,$14.95,,196 pages,Independently published,"""October 2, 2017""",English,1549881051,978-1549881053,6 x 0.5 x 9 inches,12.5 ounces,The Chessmen of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$10.99,,268,Createspace Independent Publishing Platform,July 2016,,1535308214,9781535308212,9 x 6 x 0.61 inches,0.87 pounds,0
1233,2166,1494,The Narrative of Arthur Gordon Pym,Fantasy : Dark,Edgar Allan Poe,$14.99,,260 pages,Shadowridge Press,"""October 10, 2017""",English,1946808083,978-1946808080,7 x 0.6 x 10 inches,1.3 pounds,The Chessmen of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$10.99,,268,Createspace Independent Publishing Platform,July 2016,,1535308214,9781535308212,9 x 6 x 0.61 inches,0.87 pounds,0
1235,49,1508,"""Legend of the Galactic Heroes, Vol. 7: Tempest""",Science Fiction : Space Opera,Yoshiki Tanaka and Daniel Huddleston,$15.99,Legend of the Galactic Heroes (Book 7),224 pages,Haikasoru,"""August 21, 2018""",English,1421585294,978-1421585291,5.2 x 8 inches,1.1 pounds,"""Legend of the Galactic Heroes, Volume 2  :  Ambition""",Science Fiction - Space Opera,Yoshiki Tanaka and Daniel Huddleston,$15.99,,288,Haikasoru,July 2016,,1421584956,9781421584959,7.9 x 5.2 x 0.9 inches,0.6 pounds,0
1269,2226,1599,The Works of Edgar Allan Poe  Volume 1,Fantasy : Dark,Edgar Allan Poe,$14.95,,196 pages,Independently published,"""October 2, 2017""",English,1549881051,978-1549881053,6 x 0.5 x 9 inches,12.5 ounces,The Warlord of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.43,,162,Createspace Independent Publishing Platform,May 2016,,1533436592,9781533436597,9.02 x 5.98 x 0.35 inches,0.5 pounds,0
1295,1569,1635,The Dragon's Tear,Fantasy : Dark,Chris Weston,$17.99,,192 pages,Createspace Independent Publishing Platform,"""January 24, 2018""",English,1984088068,978-1984088062,5 x 0.4 x 8 inches,7.5 ounces,The Mars Run,Science Fiction - Space Opera,Chris Gerrib,$13.95,,246,Cincinnatus Press,May 2016,,1632021595,9781632021595,7.8 x 5.08 x 0.52 inches,0.54 pounds,0
1307,646,1649,Star Force: Equity (Star Force Universe),Science Fiction : Space Opera,Aer-ki Jyr,$6.99,Star Force Universe (Book 46),105 pages,Independently published,"""December 20, 2017""",English,1973597187,978-1973597186,5 x 0.2 x 8 inches,6.1 ounces,Star Force  :  Origin Series (41-44),Science Fiction - Space Opera,Aer-Ki Jyr,$15.99,,406,Createspace Independent Publishing Platform,May 2016,,1533339414,9781533339416,8 x 5 x 0.83 inches,0.88 pounds,0
1311,156,1649,Star Force: Instinct (Star Force Universe),Science Fiction : Space Opera,Aer-ki Jyr,$6.99,Star Force Universe (Book 49),103 pages,Independently published,"""March 20, 2018""",English,1980609403,978-1980609407,5 x 0.2 x 8 inches,5.9 ounces,Star Force  :  Origin Series (41-44),Science Fiction - Space Opera,Aer-Ki Jyr,$15.99,,406,Createspace Independent Publishing Platform,May 2016,,1533339414,9781533339416,8 x 5 x 0.83 inches,0.88 pounds,0
1340,1062,1717,The War of the Worlds,Science Fiction : Space Opera,H. G. Wells,$9.95,,112 pages,Independently published,"""October 2, 2017""",English,1549884506,978-1549884504,6 x 0.3 x 9 inches,7.8 ounces,The First Men in the Moon,Science Fiction - Space Opera,H. G. Wells,$10.38,,192,Createspace Independent Publishing Platform,March 2016,,1530758211,9781530758210,9 x 6 x 0.41 inches,0.58 pounds,0
1341,2535,1717,The Secret Places of the Heart,Psychological Thrillers,H. G. Wells,$6.20,,126 pages,CreateSpace Independent Publishing Platform,"""February 15, 2018""",English,1985583240,978-1985583245,6 x 0.3 x 9 inches,8.6 ounces,The First Men in the Moon,Science Fiction - Space Opera,H. G. Wells,$10.38,,192,Createspace Independent Publishing Platform,March 2016,,1530758211,9781530758210,9 x 6 x 0.41 inches,0.58 pounds,0
1375,717,1819,The Galactic Chronicles (Shadows of the Void Space Opera Serial),Science Fiction : Space Opera,J. J. Green,$9.99,Shadows of the Void Space Opera Serial,386 pages,CreateSpace Independent Publishing Platform; 1 edition,"""December 8, 2017""",English,198154254X,978-1981542543,5.5 x 0.9 x 8.5 inches,1.3 pounds,The Roo  :  Marauders of the Synchronetic Line Prequel,Science Fiction - Space Opera,David J. Barron,$5.50,,58,Createspace Independent Publishing Platform,February 2016,,1523943424,9781523943425,9 x 6 x 0.12 inches,0.2 pounds,0
1381,1639,1837,The Works of Edgar Allan Poe,Fantasy : Dark,Edgar Allan Poe,$18.95,,456 pages,Independently published,"""January 11, 2018""",English,1976871204,978-1976871207,8.5 x 1.2 x 11 inches,2.8 pounds,The Gods of Mars (Annotated),Science Fiction - Space Opera,Edgar Rice Burroughs,$7.40,,158,Createspace Independent Publishing Platform,January 2016,,1523608196,9781523608195,9 x 6 x 0.34 inches,0.48 pounds,0
1393,1914,1854,Within the Ice: Book 1 of the Isiir Chronicles,Fantasy : Dark,C. J. LaPolla,,Isiir Chronicles (Book 1),292 pages,Independently published,"""November 22, 2017""",English,1973361965,978-1973361961,5 x 0.7 x 8 inches,13.6 ounces,The Shrike  :  Book III of the Slave Empire Series,Science Fiction - Space Opera,T. C. Southwell,$16.00,,244,Createspace Independent Publishing Platform,January 2016,,1523676043,9781523676040,8.5 x 5.5 x 0.55 inches,0.69 pounds,0
1437,2226,2007,The Works of Edgar Allan Poe  Volume 1,Fantasy : Dark,Edgar Allan Poe,$14.95,,196 pages,Independently published,"""October 2, 2017""",English,1549881051,978-1549881053,6 x 0.5 x 9 inches,12.5 ounces,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.99,,234,Createspace Independent Publishing Platform,November 2015,,1519107528,9781519107527,9 x 6 x 0.49 inches,0.7 pounds,0
1441,281,2007,Warlord of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,117 pages,Independently published,"""February 26, 2018""",English,1980407967,978-1980407966,6 x 0.3 x 9 inches,8.2 ounces,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.99,,234,Createspace Independent Publishing Platform,November 2015,,1519107528,9781519107527,9 x 6 x 0.49 inches,0.7 pounds,0
1454,11,2040,The Magnificent Wilf,Science Fiction : Space Opera,Gordon R. Dickson,$16.00,,272 pages,Baen; Reprint edition,"""December 4, 2018""",English,1481483633,978-1481483636,6.1 x 9.2 inches,1.1 pounds,The Knife's Edge,Science Fiction - Space Opera,M. R. Forbes,$13.99,,324,Createspace,October 2015,,1518784674,9781518784675,9.02 x 5.98 x 0.68 inches,0.96 pounds,0
1456,1226,2040,The Last Vampire,Fantasy : Dark,C. M. Parker,$6.00,,99 pages,Independently published,"""March 22, 2018""",English,1980627886,978-1980627883,6 x 0.2 x 9 inches,7.2 ounces,The Knife's Edge,Science Fiction - Space Opera,M. R. Forbes,$13.99,,324,Createspace,October 2015,,1518784674,9781518784675,9.02 x 5.98 x 0.68 inches,0.96 pounds,0
1469,761,2070,The Seeds of Dissolution (Dissolution Cycle) (Volume 1),Science Fiction : Space Opera,William C. Tracy,$16.95,Dissolution Cycle,414 pages,Space Wizard Science Fantasy,"""November 30, 2017""",English,997299444,978-0997299441,6 x 1 x 9 inches,1.5 pounds,The Ruins of Arlandia,Science Fiction - Space Opera,William F. F. Wood,$14.95,,332,Createspace Independent Publishing Platform,October 2015,,1517696941,9781517696948,9.02 x 5.98 x 0.69 inches,0.98 pounds,0
1498,402,2146,Sentry of the Sky,Science Fiction : Space Opera,Evelyn E. Smith,$4.99,,116 pages,CreateSpace Independent Publishing Platform,"""February 4, 2018""",English,1985071428,978-1985071421,5 x 0.3 x 8 inches,6.4 ounces,Rebels of the Realm,Science Fiction - Space Opera,E. Sterling Brown,$9.95,,150,Createspace Independent Publishing Platform,August 2015,,1514835940,9781514835944,9 x 6 x 0.32 inches,0.46 pounds,0
1509,1443,2154,Kill All Christians: Book 1: In the Village of the Devil's Daughters,Fantasy : Dark,Eugene Ward,,Kill All Christians (Book 1),294 pages,Independently published,"""February 15, 2018""",English,1980286779,978-1980286776,5 x 0.7 x 8 inches,13.8 ounces,Queen of the Pirates,Science Fiction - Space Opera,Blaze Ward,$16.95,,326,Knotted Road Press,August 2015,,1943663025,9781943663026,9.02 x 5.98 x 0.68 inches,0.96 pounds,0
1512,786,2161,The First Men in the Moon (Coycoy),Science Fiction : Space Opera,H. G. Wells,$11.99,,360 pages,CreateSpace Independent Publishing Platform,"""November 27, 2017""",English,198118659X,978-1981186594,6 x 0.8 x 9 inches,1.4 pounds,North-West Passage to the Moon,Science Fiction - Space Opera,Mihai G. Netea,$9.99,,206,Createspace Independent Publishing Platform,August 2015,,1515367398,9781515367390,9.02 x 5.98 x 0.44 inches,0.62 pounds,0
1513,1401,2191,Prince of Fiends,Fantasy : Dark,L. C. Cunningham,$14.99,,594 pages,CreateSpace Independent Publishing Platform,"""February 22, 2018""",English,1985594773,978-1985594777,5.1 x 1.5 x 7.8 inches,1.6 pounds,Veil of Darkness,Science Fiction - Space Opera,T. C. Metivier,$12.99,,274,Createspace Independent Publishing Platform,July 2015,,1517237351,9781517237356,9.02 x 5.98 x 0.58 inches,0.81 pounds,0
1542,632,2321,The Invisible Sarcophagus,Science Fiction : Space Opera,Robert Pritchard,$8.99,,237 pages,Independently published,"""December 24, 2017""",English,1976721253,978-1976721250,5.5 x 0.6 x 8.5 inches,13.1 ounces,The Black Nebula,Science Fiction - Space Opera,Robert E. Vardeman,$12.99,,204,Zumaya Otherworlds,May 2015,,1934841943,9781934841945,8 x 5 x 0.47 inches,0.5 pounds,0
1559,2686,2382,The Mind Full,Psychological Thrillers,Robert Lashley,$8.00,,234 pages,Lulu.com,"""January 16, 2018""",English,1365538338,978-1365538339,6 x 0.6 x 9 inches,14.7 ounces,The War Scam,Science Fiction - Space Opera,Robert Collins,$9.99,,106,Createspace,April 2015,,1508918988,9781508918981,8 x 5.25 x 0.22 inches,0.26 pounds,0
1584,278,2513,The Gods of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,97 pages,Independently published,"""February 26, 2018""",English,1980406413,978-1980406419,8.5 x 0.2 x 11 inches,11 ounces,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$12.99,,346,Createspace Independent Publishing Platform,January 2015,,1506133851,9781506133850,8.5 x 5.5 x 0.72 inches,0.88 pounds,0
1587,2166,2513,The Narrative of Arthur Gordon Pym,Fantasy : Dark,Edgar Allan Poe,$14.99,,260 pages,Shadowridge Press,"""October 10, 2017""",English,1946808083,978-1946808080,7 x 0.6 x 10 inches,1.3 pounds,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$12.99,,346,Createspace Independent Publishing Platform,January 2015,,1506133851,9781506133850,8.5 x 5.5 x 0.72 inches,0.88 pounds,0
1591,1746,2556,Rivermist:  The Book of the Elders,Fantasy : Dark,Gina A. Chartier,$13.99,Rivermist (Book 1),311 pages,Independently published,"""December 19, 2017""",English,1973545616,978-1973545613,6 x 0.8 x 9 inches,1.2 pounds,Case of the Rebellion Army,Science Fiction - Space Opera,A. R. Norris,$10.99,,210,"""Desert Breeze Publishing, Incorporated""",January 2015,,1612526055,9781612526058,9 x 6 x 0.48 inches,0.69 pounds,0
1596,869,2578,The Scipio Alliance: An Aeon 14 Novel (The Orion War) (Volume 4),Science Fiction : Space Opera,M. D. Cooper,$12.99,The Orion War (Book 4),274 pages,CreateSpace Independent Publishing Platform,"""November 8, 2017""",English,1979599734,978-1979599733,5.2 x 0.7 x 8 inches,13.4 ounces,A Path in the Darkness  :  An Aeon 14 Novel,Science Fiction - Space Opera,M. D. Cooper,$11.99,,292,Createspace Independent Publishing Platform,December 2014,,1505701678,9781505701678,8 x 5.25 x 0.66 inches,0.74 pounds,0
1598,896,2596,The River of Time (The Shiva XIV Series) (Volume 4),Science Fiction : Space Opera,Lyra Shanti and Timothy Casey,$14.99,The Shiva XIV Series,442 pages,CreateSpace Independent Publishing Platform,"""November 3, 2017""",English,1978159978,978-1978159976,6 x 1.1 x 9 inches,1.6 pounds,Shiva XIV,Science Fiction - Space Opera,Lyra Shanti and Timothy Casey,$12.99,,312,Timely Tales Press,December 2014,,069235638X,9780692356388,9 x 6 x 0.7 inches,1.01 pounds,0
1599,492,2597,Islands of Space,Science Fiction : Space Opera,John W. Campbell Jr.,$12.99,,200 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703278,978-1528703277,5.5 x 0.5 x 8.5 inches,9.3 ounces,Dance of Destinies,Science Fiction - Space Opera,John Daulton,$15.99,,432,John Daulton,December 2014,,989478785,9780989478786,7.99 x 5.24 x 0.88 inches,0.98 pounds,0
1606,1492,2630,Profaner of Jorron (Saga of the Shan'dar),Fantasy : Dark,James Kampras,,Saga of the Shan'dar (Book 1),611 pages,Independently published,"""February 6, 2018""",English,1977094473,978-1977094476,6 x 1.5 x 9 inches,2.2 pounds,Rise of the Destroyer,Science Fiction - Space Opera,James Dennis,$12.00,,302,Createspace Independent Publishing Platform,November 2014,,1503093360,9781503093362,7.99 x 5 x 0.63 inches,0.66 pounds,0
1607,1790,2630,Worms of the Rotting Apple: Food Chain Chronicles (Volume 3),Fantasy : Dark,James Kaylan Hughes,$5.99,Food Chain Chronicles (Book 3),52 pages,CreateSpace Independent Publishing Platform,"""December 12, 2017""",English,1981611584,978-1981611584,6 x 0.1 x 9 inches,4.5 ounces,Rise of the Destroyer,Science Fiction - Space Opera,James Dennis,$12.00,,302,Createspace Independent Publishing Platform,November 2014,,1503093360,9781503093362,7.99 x 5 x 0.63 inches,0.66 pounds,0
1612,19,2644,Brass Man: The Third Agent Cormac Novel,Science Fiction : Space Opera,Neal Asher,$7.99,,576 pages,Night Shade Books,"""November 6, 2018""",English,1597809802,978-1597809801,4.2 x 6.8 inches,1.1 pounds,Line War  :  The Fifth Agent Cormac Novel,Science Fiction - Space Opera,Neal Asher,$15.99,,576,Night Shade Books,November 2014,,1597805289,9781597805285,9.16 x 6.07 x 1.49 inches,1.48 pounds,0
1616,637,2690,"""Into the Dark: Alexis Carew ,1""",Science Fiction : Space Opera,J a Sutherland,$16.99,Alexis Carew (Book 1),,Darkspace Press,"""December 22, 2017""",English,1948500000,978-1948500005,6 x 0.7 x 9 inches,1 pounds,"""Into the Dark  :  Alexis Carew ,1""",Science Fiction - Space Opera,J. a. Sutherland,$12.99,,310,Createspace Independent Publishing Platform,October 2014,,149922320X,9781499223200,9.02 x 5.98 x 0.65 inches,0.92 pounds,0
1618,763,2706,Espada auxiliar/ Ancillary Sword (Spanish Edition),Science Fiction : Space Opera,Ann Leckie,$22.08,,400 pages,Ediciones B,"""November 30, 2017""",Spanish,8466660429,978-8466660426,5.9 x 1.1 x 9.1 inches,1 pounds,Ancillary Sword,Science Fiction - Space Opera,Ann Leckie,$16.00,,400,Orbit,October 2014,,316246654,9780316246651,8.54 x 5.45 x 1.08 inches,0.77 pounds,0
1642,2113,2809,For the Love of Art and Sea,Fantasy : Dark,Kerri K.,$12.00,,182 pages,CreateSpace Independent Publishing Platform,"""October 18, 2017""",English,1534936343,978-1534936348,5 x 0.4 x 8 inches,9.1 ounces,Nation of the Third Eye,Science Fiction - Space Opera,K. K. Savage,$9.99,,248,Createspace Independent Publishing Platform,August 2014,,1500848956,9781500848958,9 x 6 x 0.52 inches,0.74 pounds,0
1643,1236,2809,Ally (On the Bones of Gods) (Volume 3),Fantasy : Dark,K. Eason,$14.95,On the Bones of Gods,332 pages,"""ABberwocky Literary Agency, Inc.""","""March 20, 2018""",English,1625673582,978-1625673589,5.5 x 0.8 x 8.5 inches,1.1 pounds,Nation of the Third Eye,Science Fiction - Space Opera,K. K. Savage,$9.99,,248,Createspace Independent Publishing Platform,August 2014,,1500848956,9781500848958,9 x 6 x 0.52 inches,0.74 pounds,0
1655,399,2966,Spacehounds of IPC: Large Print,Science Fiction : Space Opera,E. E. Smith,$30.99,,436 pages,CreateSpace Independent Publishing Platform,"""February 4, 2018""",English,1985009315,978-1985009318,8.5 x 1 x 11 inches,2.7 pounds,Spacehounds of Ipc,Science Fiction - Space Opera,Edward E. Smith,$14.95,,292,Createspace Independent Publishing Platform,May 2014,,1499508263,9781499508260,9 x 6 x 0.61 inches,0.87 pounds,0
1660,379,2981,Exodus: Empires at War: Book 12: Time Strike. (Volume 12),Science Fiction : Space Opera,Doug Dandridge,$18.00,Exodus,378 pages,CreateSpace Independent Publishing Platform; 1 edition,"""February 7, 2018""",English,1985195100,978-1985195103,5 x 0.9 x 8 inches,1.1 pounds,Exodus  :  Empires at War: Book 6: The Day of Battle,Science Fiction - Space Opera,Doug Dandridge,$20.00,,478,Createspace,May 2014,,1499362129,9781499362121,7.99 x 5 x 0.96 inches,1.03 pounds,0
1664,79,2982,The Cityborn,Science Fiction : Space Opera,Edward Willett,$7.99,,432 pages,DAW,"""July 3, 2018""",English,756411785,978-0756411787,4.2 x 1.1 x 6.8 inches,7.4 ounces,The Vortex Blaster,Science Fiction - Space Opera,Edward E. Smith,$5.95,,58,Createspace Independent Publishing Platform,May 2014,,149951400X,9781499514001,8 x 5 x 0.12 inches,0.15 pounds,0
