_id,ltable_ID,rtable_ID,ltable_Name,ltable_Category,ltable_Author,ltable_Price,ltable_Series,ltable_Pages,ltable_Publisher,ltable_Date,ltable_Language,ltable_ISBN_10,ltable_ISBN_13,ltable_Dimensions,ltable_Weight,rtable_Name,rtable_Category,rtable_Author,rtable_Price,rtable_Series,rtable_Pages,rtable_Publisher,rtable_Date,rtable_Language,rtable_ISBN_10,rtable_ISBN_13,rtable_Dimensions,rtable_Weight,label
4204,1028,8150,The Martian Wave: 2017,Science Fiction : Space Opera,J Alan Erwine,$10.00,,130 pages,CreateSpace Independent Publishing Platform,"""October 8, 2017""",English,1977814891,978-1977814890,6 x 0.3 x 9 inches,9 ounces,The Homecoming,Thrillers - Psychological,Alan Russell,$15.95,,332.0,Thomas & Mercer,June 2017,,1477820086,9781477820087,8.1 x 5.5 x 0.9 inches,0.79 pounds,0
1052,894,1073,Destroyer: Book Three of the Expansion Wars Trilogy (Volume 3),Science Fiction : Space Opera,Joshua Dalzelle,$15.99,The Expansion Wars (Book 3),336 pages,CreateSpace Independent Publishing Platform,"""November 4, 2017""",English,1979372225,978-1979372220,5 x 0.8 x 8 inches,1.2 pounds,Iron & Blood  :  Book Two of the Expansion Wars Trilogy,Science Fiction - Space Opera,Joshua Dalzelle,$15.99,,364.0,Createspace Independent Publishing Platform,January 2017,,1542870356,9781542870351,7.99 x 5 x 0.81 inches,0.87 pounds,0
1469,761,2070,The Seeds of Dissolution (Dissolution Cycle) (Volume 1),Science Fiction : Space Opera,William C. Tracy,$16.95,Dissolution Cycle,414 pages,Space Wizard Science Fantasy,"""November 30, 2017""",English,997299444,978-0997299441,6 x 1 x 9 inches,1.5 pounds,The Ruins of Arlandia,Science Fiction - Space Opera,William F. F. Wood,$14.95,,332.0,Createspace Independent Publishing Platform,October 2015,,1517696941,9781517696948,9.02 x 5.98 x 0.69 inches,0.98 pounds,0
1512,786,2161,The First Men in the Moon (Coycoy),Science Fiction : Space Opera,H. G. Wells,$11.99,,360 pages,CreateSpace Independent Publishing Platform,"""November 27, 2017""",English,198118659X,978-1981186594,6 x 0.8 x 9 inches,1.4 pounds,North-West Passage to the Moon,Science Fiction - Space Opera,Mihai G. Netea,$9.99,,206.0,Createspace Independent Publishing Platform,August 2015,,1515367398,9781515367390,9.02 x 5.98 x 0.44 inches,0.62 pounds,0
163,248,126,Vexing The Beast (Vexing The Beast Series) (Volume 1),Science Fiction : Space Opera,V. Joseph Guy,$18.00,Vexing The Beast Series,518 pages,CreateSpace Independent Publishing Platform; 1st edition,"""March 1, 2018""",English,1975604393,978-1975604394,6 x 1.3 x 9 inches,1.9 pounds,Vexing the Beast,Science Fiction - Space Opera,V. Joseph Guy,$18.00,,518.0,Createspace Independent Publishing Platform,March 2018,,1975604393,9781975604394,9.02 x 5.98 x 1.15 inches,1.66 pounds,1
3071,652,4933,Space Team: Return of the Dead Guy,Science Fiction : Space Opera,Barry J. Hutchison,$12.99,Space Team (Book 6),286 pages,Zertex Books,"""December 19, 2017""",English,099562335X,978-0995623354,5 x 0.7 x 8 inches,13.4 ounces,Tales of the Undying Empire,Fantasy - Dark Fantasy,Andrew J. Luther,$24.99,,730.0,Vanishing Goblin Inc.,March 2017,,995305609,9780995305601,9.02 x 5.98 x 1.6 inches,2.32 pounds,0
1042,143,1047,Caine's Mutiny (Caine Riordan),Science Fiction : Space Opera,Charles E. Gannon,$7.99,Caine Riordan (Book 4),1072 pages,Baen,"""March 27, 2018""",English,148148317X,978-1481483179,4.1 x 1.8 x 6.8 inches,15.7 ounces,Caine's Mutiny,Science Fiction - Space Opera,Charles E. Gannon,$16.00,,544.0,Baen,February 2017,,1476782199,9781476782195,9 x 6.1 x 1.4 inches,1.65 pounds,0
3189,2686,5232,The Mind Full,Psychological Thrillers,Robert Lashley,$8.00,,234 pages,Lulu.com,"""January 16, 2018""",English,1365538338,978-1365538339,6 x 0.6 x 9 inches,14.7 ounces,The Harrowing,Fantasy - Dark Fantasy,Robert E. Dunn,$14.95,,286.0,Necro Publications,November 2016,,1944703128,9781944703127,8.5 x 5.5 x 0.6 inches,0.73 pounds,0
1311,156,1649,Star Force: Instinct (Star Force Universe),Science Fiction : Space Opera,Aer-ki Jyr,$6.99,Star Force Universe (Book 49),103 pages,Independently published,"""March 20, 2018""",English,1980609403,978-1980609407,5 x 0.2 x 8 inches,5.9 ounces,Star Force  :  Origin Series (41-44),Science Fiction - Space Opera,Aer-Ki Jyr,$15.99,,406.0,Createspace Independent Publishing Platform,May 2016,,1533339414,9781533339416,8 x 5 x 0.83 inches,0.88 pounds,0
2212,1602,4078,The OmHaha Chronicles: Book Three of the Sacred Books of Nagaloka (Volume 3),Fantasy : Dark,Robin A Kaczmarczyk,$14.00,The Sacred Books of Nagaloka,392 pages,CreateSpace Independent Publishing Platform,"""January 19, 2018""",English,1981949453,978-1981949458,6 x 0.9 x 9 inches,1.5 pounds,The Omhaha Chronicles  :  Book Three of the Sacred Books of Nagaloka,Fantasy - Dark Fantasy,Robin a. Kaczmarczyk,$14.00,,392.0,Createspace Independent Publishing Platform,January 2018,,1981949453,9781981949458,9 x 6 x 0.81 inches,1.15 pounds,1
2387,1788,4191,Mad Hatters and March Hares: All-New Stories from the World of Lewis Carroll's Alice in Wonderland,Fantasy : Dark,Ellen Datlow and Devi Pillai,$10.99,,336 pages,Tor Books,"""December 12, 2017""",English,765391074,978-0765391070,6.2 x 1 x 9.3 inches,12.5 ounces,Mad Hatters and March Hares  :  All-New Stories from the World of Lewis Carroll's Alice in Wonderland,Fantasy - Dark Fantasy,Ellen Datlow and Devi Pillai,$15.99,,336.0,Tor Books,December 2017,,765391074,9780765391070,9.1 x 6.1 x 1 inches,0.79 pounds,1
3739,1535,6810,Doorway to Shadows,Fantasy : Dark,Robert M Lettinga,$17.95,,282 pages,"""Christian Faith Publishing, Inc.""","""January 30, 2018""",English,1641409967,978-1641409964,6 x 0.6 x 9 inches,12 ounces,Red Shadows,Fantasy - Dark Fantasy,Robert E. Howard,$15.99,,56.0,White Press,December 2014,,1473322952,9781473322950,8.5 x 5.5 x 0.13 inches,0.18 pounds,0
2931,2202,4706,The Goddess: The Histories of the Goddess (Volume 4),Fantasy : Dark,Jerome Brooke,$9.79,The Histories of the Goddess (Book 4),248 pages,CreateSpace Independent Publishing Platform; 2 edition,"""October 4, 2017""",English,1977991386,978-1977991386,6 x 0.6 x 9 inches,15.4 ounces,Orpheus the Lord  :  The Histories of Orpheus,Fantasy - Dark Fantasy,Jerome Brooke,$7.79,,56.0,Createspace Independent Publishing Platform,June 2017,,1547112859,9781547112852,9 x 6 x 0.12 inches,0.19 pounds,0
4462,2464,7799,The Dogs...Barking,Psychological Thrillers,Jan Notzon,$9.99,,246 pages,CreateSpace Independent Publishing Platform,"""March 2, 2018""",English,1979146926,978-1979146920,6 x 0.6 x 9 inches,15.4 ounces,The Darkness Beneath,Thrillers - Psychological,,$17.99,,336.0,Rethink Press,December 2017,,1781332843,9781781332849,8.5 x 5.5 x 0.75 inches,0.94 pounds,0
3529,2094,6161,The Left-Hand Path: Prodigy (Volume 3),Fantasy : Dark,T.S. Barnett and Randi Gingerich,$9.99,The Left-Hand Path,220 pages,Corvid House,"""October 21, 2017""",English,997861525,978-0997861525,6 x 0.6 x 9 inches,13.9 ounces,The Left-Hand Path  :  Mentor,Fantasy - Dark Fantasy,T. S. Barnett and Jake Clark and Randi Gingerich,$9.99,,228.0,Corvid House,October 2015,,692499091,9780692499092,9.02 x 5.98 x 0.52 inches,0.75 pounds,0
2322,1867,4147,Memories Forgotten: Tales of Azurnoir Anthology,Fantasy : Dark,Anthony Tyrone Clemons,$6.89,,54 pages,CreateSpace Independent Publishing Platform,"""December 1, 2017""",English,1981648771,978-1981648771,6 x 0.1 x 9 inches,4.6 ounces,Memories Forgotten  :  Tales of Azurnoir Anthology,Fantasy - Dark Fantasy,Anthony Tyrone Clemons,$6.89,,54.0,Createspace Independent Publishing Platform,December 2017,,1981648771,9781981648771,9 x 6 x 0.11 inches,0.19 pounds,1
3430,1596,5886,Beyond Innocence (Volume 6),Fantasy : Dark,Kit Rocha,$15.99,Beyond,352 pages,CreateSpace Independent Publishing Platform,"""January 20, 2018""",English,1984313622,978-1984313621,5.5 x 0.8 x 8.5 inches,1.2 pounds,Beyond Ruin,Fantasy - Dark Fantasy,Kit Rocha,$14.99,,392.0,Createspace Independent Publishing Platform,February 2016,,1530099994,9781530099993,8.5 x 5.5 x 0.81 inches,1 pounds,0
188,343,146,Book Night on Union Station (EarthCent Ambassador),Science Fiction : Space Opera,E. M. Foner,$9.95,EarthCent Ambassador (Book 13),258 pages,Foner Books,"""February 14, 2018""",English,1948691027,978-1948691024,6 x 0.6 x 9 inches,13.6 ounces,Book Night on Union Station,Science Fiction - Space Opera,E. M. Foner,$9.95,,258.0,Foner Books,February 2018,,1948691027,9781948691024,9 x 6 x 0.58 inches,0.84 pounds,1
2982,2178,4798,Schlock! Gorefest 2017,Fantasy : Dark,G K Murphy and Gavin Chappell,$10.99,,264 pages,CreateSpace Independent Publishing Platform,"""October 8, 2017""",English,1978096313,978-1978096318,5 x 0.6 x 8 inches,12.5 ounces,Summer of Schlock!,Fantasy - Dark Fantasy,G. K. Murphy and Gavin Chappell,$10.50,,246.0,Createspace Independent Publishing Platform,May 2017,,1546892389,9781546892380,8 x 5 x 0.52 inches,0.54 pounds,0
2673,660,4398,The Rhu Thorian Ambassador (Wolfe and the Enemy Unknown),Science Fiction : Space Opera,William Hoffman,$7.50,Wolfe and the Enemy Unknown (Book 3),162 pages,Independently published,"""December 17, 2017""",English,1973572966,978-1973572961,6 x 0.4 x 9 inches,10.7 ounces,The Fall of the Faere and Other Stories,Fantasy - Dark Fantasy,William Timothy Murray,$9.99,,178.0,Penflight Books,September 2017,,1944320504,9781944320508,8.5 x 5.5 x 0.38 inches,0.47 pounds,0
2439,1995,4226,The Golden Curse,Fantasy : Dark,Andreona C. Garlid,$16.99,,232 pages,CreateSpace Independent Publishing Platform,"""November 7, 2017""",English,1979564981,978-1979564984,6 x 0.6 x 9 inches,14.6 ounces,The Goblet,Fantasy - Dark Fantasy,S. C. Parris,$16.00,,288.0,Permuted Press,November 2017,,1682615529,9781682615522,8.9 x 6 x 0.9 inches,0.7 pounds,0
2133,1437,4027,Spectral Evidence,Fantasy : Dark,Gemma Files,$20.99,,212 pages,Trepidatio Pub,"""February 16, 2018""",English,1947654187,978-1947654181,6 x 0.5 x 9 inches,10.6 ounces,Spectral Evidence,Fantasy - Dark Fantasy,Gemma Files,$15.95,,212.0,Trepidatio Publishing,February 2018,,1947654187,9781947654181,9 x 6 x 0.48 inches,0.7 pounds,1
3672,717,6730,The Galactic Chronicles (Shadows of the Void Space Opera Serial),Science Fiction : Space Opera,J. J. Green,$9.99,Shadows of the Void Space Opera Serial,386 pages,CreateSpace Independent Publishing Platform; 1 edition,"""December 8, 2017""",English,198154254X,978-1981542543,5.5 x 0.9 x 8.5 inches,1.3 pounds,Songs of the Satyrs,Fantasy - Dark Fantasy,Aaron J. French,$17.95,,264.0,JournalStone,February 2015,,1942712243,9781942712244,9 x 6 x 0.6 inches,0.86 pounds,0
76,87,59,Reverse Abduction (Alien Abduction),Science Fiction : Space Opera,Eve Langlais,$9.99,Alien Abduction (Book 8),152 pages,Eve Langlais,"""June 19, 2018""",English,1988328896,978-1988328898,5 x 0.4 x 8 inches,6.1 ounces,Reverse Abduction,Science Fiction - Space Opera,Eve Langlais,$9.99,,152.0,Eve Langlais,June 2018,,1988328896,9781988328898,8 x 5 x 0.35 inches,0.38 pounds,1
3389,488,5770,The Status Civilization,Science Fiction : Space Opera,Robert Sheckley,$12.99,,176 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703324,978-1528703321,5.5 x 0.4 x 8.5 inches,8.2 ounces,The Shadow Kingdom,Fantasy - Dark Fantasy,Robert E. Howard,$9.99,,40.0,Createspace Independent Publishing Platform,April 2016,,1532895704,9781532895708,9 x 6 x 0.08 inches,0.15 pounds,0
1161,1877,1309,The Works of Edgar Allan Poe (Five Volumes),Fantasy : Dark,Edgar Allan Poe,$19.50,,480 pages,Independently published,"""November 30, 2017""",English,1973430339,978-1973430339,8.5 x 1.2 x 11 inches,3 pounds,The Chessmen of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$13.99,,236.0,Createspace Independent Publishing Platform,September 2016,,1539135055,9781539135050,9 x 6 x 0.5 inches,0.71 pounds,0
2493,2095,4268,Dark Butterfly,Fantasy : Dark,Meyari McFarland,$5.99,,48 pages,Mary M Raichle,"""October 21, 2017""",English,1944269762,978-1944269760,5 x 0.1 x 8 inches,3.7 ounces,Dark Butterfly,Fantasy - Dark Fantasy,Meyari McFarland,$5.99,,50.0,Mary M Raichle,October 2017,,1944269762,9781944269760,7.99 x 5 x 0.1 inches,0.13 pounds,1
2582,2070,4331,Flesh: The Shield Maidens and the Prince (The Cannibal Isles Collection) (Volume 7),Fantasy : Dark,Juliet Baranne,,The Cannibal Isles Collection (Book 7),28 pages,CreateSpace Independent Publishing Platform; 2 edition,"""October 26, 2017""",English,1979216800,978-1979216807,6 x 0.1 x 9 inches,3.2 ounces,Cannibal  :  The Shield Maidens,Fantasy - Dark Fantasy,Juliet Baranne,$7.49,,28.0,Createspace Independent Publishing Platform,October 2017,,1978229658,9781978229655,9.02 x 5.98 x 0.06 inches,0.11 pounds,0
699,964,449,Baneblade (Imperial Battle Tanks),Science Fiction : Space Opera,Guy Haley,$11.17,Imperial Battle Tanks (Book 1),448 pages,Games Workshop,"""October 17, 2017""",English,1784966118,978-1784966119,5.1 x 1.2 x 7.8 inches,11.4 ounces,Baneblade,Science Fiction - Space Opera,Guy Haley,$16.00,,448.0,Games Workshop,October 2017,,1784966118,9781784966119,7.6 x 5 x 1.1 inches,0.52 pounds,1
1764,586,3359,Cobra Traitor,Science Fiction : Space Opera,Timothy Zahn,$11.00,Cobra (Book 10),416 pages,Baen,"""January 2, 2018""",English,1481482807,978-1481482806,6.1 x 1.1 x 9.2 inches,13.4 ounces,Cobra Slave,Science Fiction - Space Opera,Timothy Zahn,$15.00,,288.0,Baen,June 2013,,145163899X,9781451638998,9.2 x 6.1 x 0.9 inches,0.7 pounds,0
3788,2517,6856,The Business of Life,Psychological Thrillers,Robert W. Chambers,$17.99,,332 pages,CreateSpace Independent Publishing Platform,"""February 19, 2018""",English,1985697831,978-1985697836,6 x 0.8 x 9 inches,1.3 pounds,The Voice of El-Lil,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,44.0,White Press,December 2014,,1473323525,9781473323520,8.5 x 5.5 x 0.11 inches,0.15 pounds,0
4245,2439,8284,Girl Gone Rogue (Dominique Wolfe),Psychological Thrillers,Forrest Kane,,Dominique Wolfe (Book 1),327 pages,Independently published,"""March 7, 2018""",English,1980502803,978-1980502807,5 x 0.7 x 8 inches,15.2 ounce,Snatch Girl,Thrillers - Psychological,L. J. Kane,$10.50,,246.0,Bentley Hereford Publishing,April 2017,,995627312,9780995627314,8 x 5 x 0.56 inches,0.6 pounds,0
2471,2027,4249,Das Bildnis des Dorian Gray - Vollstndige deutsche Ausgabe,Fantasy : Dark,Oscar Wilde,,,140 pages,e-artnow,"""November 1, 2017""",English,8026854616,978-8026854616,6 x 0.3 x 9 inches,9.4 ounces,Das Bildnis Des Dorian Gray - Vollstandige Deutsche Ausgabe,Fantasy - Dark Fantasy,Oscar Wilde,$7.80,,140.0,E-Artnow,November 2017,,8026854616,9788026854616,9 x 6 x 0.3 inches,0.43 pounds,1
2657,1628,4383,Skyla of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 14, 2018""",English,1983885207,978-1983885204,6 x 0.1 x 9 inches,3.2 ounces,Women of the Temple  :  The Histories of the Goddess,Fantasy - Dark Fantasy,Juliet Baranne,$7.49,,44.0,Createspace Independent Publishing Platform,September 2017,,1977618650,9781977618658,9 x 6 x 0.09 inches,0.16 pounds,0
3882,2535,7165,The Secret Places of the Heart,Psychological Thrillers,H. G. Wells,$6.20,,126 pages,CreateSpace Independent Publishing Platform,"""February 15, 2018""",English,1985583240,978-1985583245,6 x 0.3 x 9 inches,8.6 ounces,At the Mountains of Madness,Fantasy - Dark Fantasy,H. P. Lovecraft,$7.00,,104.0,Createspace Independent Publishing Platform,July 2014,,1500645699,9781500645694,9 x 6 x 0.22 inches,0.33 pounds,0
1752,1869,3336,Bedlam: Fourth Book of the Nameless Chronicle (Volume 4),Fantasy : Dark,M. T. Miller,$14.99,The Nameless Chronicle (Book 4),178 pages,CreateSpace Independent Publishing Platform; 1 edition,"""December 1, 2017""",English,197999613X,978-1979996136,6 x 0.4 x 9 inches,11.5 ounces,House of the Wolf  :  Book Three of the Phoenix Legacy,Science Fiction - Space Opera,M. K. Wren,$19.99,,332.0,Diversion Books,July 2013,,1626811180,9781626811188,8 x 5 x 0.74 inches,0.8 pounds,0
3987,1425,7399,Angel of Death,Fantasy : Dark,Kevin Potter,$4.99,,72 pages,Independently published,"""February 19, 2018""",English,1980265860,978-1980265863,5 x 0.2 x 8 inches,4.6 ounces,Ghosts of Earth,Fantasy - Dark Fantasy,Kevin Kauffmann,$14.99,,338.0,Createspace Independent Publishing Platform,February 2014,,1500104175,9781500104177,9 x 6 x 0.7 inches,1 pounds,0
741,1063,476,The Legacy: of Salvador Guthrie,Science Fiction : Space Opera,Ben Patterson,$14.95,,346 pages,CreateSpace Independent Publishing Platform,"""October 2, 2017""",English,1976289327,978-1976289323,5 x 0.8 x 8 inches,15.8 ounces,The Legacy  :  Of Salvador Guthrie,Science Fiction - Space Opera,Ben Patterson,$14.95,,348.0,Createspace Independent Publishing Platform,October 2017,,1976289327,9781976289323,8 x 5 x 0.72 inches,0.76 pounds,1
2853,786,4608,The First Men in the Moon (Coycoy),Science Fiction : Space Opera,H. G. Wells,$11.99,,360 pages,CreateSpace Independent Publishing Platform,"""November 27, 2017""",English,198118659X,978-1981186594,6 x 0.8 x 9 inches,1.4 pounds,The Harbors of the Sun,Fantasy - Dark Fantasy,Martha Wells,$14.99,,416.0,Night Shade Books,July 2017,,1597809330,9781597809337,8.9 x 6 x 1.1 inches,1.15 pounds,0
2363,1747,4177,The Assembly of Thirteen: The First Two Companions,Fantasy : Dark,Omayra Vlez,$14.99,The Assembly of Thirteen,378 pages,Omayra Velez,"""December 19, 2017""",English,692046577,978-0692046579,6 x 1 x 9 inches,1.4 pounds,The Assembly of Thirteen  :  The First Two Companions,Fantasy - Dark Fantasy,Omayra Velez,$14.99,,380.0,Golden Spine Books,December 2017,,692046577,9780692046579,9.02 x 5.98 x 0.85 inches,1.22 pounds,1
124,243,100,The Tortuous Path (Fall of the Terran Empire) (Volume 2),Science Fiction : Space Opera,G.P. Hudson,$14.99,Fall of the Terran Empire,340 pages,CreateSpace Independent Publishing Platform,"""March 2, 2018""",English,1986031330,978-1986031332,6 x 0.8 x 9 inches,1.3 pounds,The Tortuous Path,Science Fiction - Space Opera,G. P. Hudson,$14.99,,342.0,Createspace Independent Publishing Platform,March 2018,,1986031330,9781986031332,9 x 6 x 0.71 inches,1.01 pounds,1
3325,1549,5671,The Hunter: Monster Within,Fantasy : Dark,L. A. Vockins,$5.58,,105 pages,Independently published,"""January 28, 2018""",English,1973522152,978-1973522157,5.5 x 0.2 x 8.5 inches,6.7 ounces,The Taming,Fantasy - Dark Fantasy,A. M. Rycroft,$8.99,,124.0,Mighty Quill Books,May 2016,,986088420,9780986088421,8 x 5.25 x 0.29 inches,0.33 pounds,0
823,1089,534,"""Excelsior: Season 1, Episode 3 (Adamanta) (Volume 3)""",Science Fiction : Space Opera,T.Y. Carew and Jess Mountifield,$7.99,Adamanta (Book 3),100 pages,CreateSpace Independent Publishing Platform,"""September 29, 2017""",English,1977816614,978-1977816610,5 x 0.2 x 8 inches,5.8 ounces,"""Iridia  :  Season 1, Episode 5""",Science Fiction - Space Opera,T. y. Carew and Ella Medler,$7.99,,100.0,Createspace Independent Publishing Platform,September 2017,,1977818536,9781977818539,7.99 x 5 x 0.21 inches,0.24 pounds,0
2412,2029,4206,Natalia's Catalyst,Fantasy : Dark,Raymond Bastien,$21.95,,,"""Christian Faith Publishing, Inc.""","""November 1, 2017""",English,1640799109,978-1640799103,4 x 0.9 x 7 inches,10.6 ounces,Natalia's Catalyst,Fantasy - Dark Fantasy,Raymond Bastien,$21.95,,398.0,"""Christian Faith Publishing, Inc.""",November 2017,,1640799109,9781640799103,7 x 4 x 0.89 inches,0.66 pounds,1
338,2535,227,The Secret Places of the Heart,Psychological Thrillers,H. G. Wells,$6.20,,126 pages,CreateSpace Independent Publishing Platform,"""February 15, 2018""",English,1985583240,978-1985583245,6 x 0.3 x 9 inches,8.6 ounces,The Planet of Doubt,Science Fiction - Space Opera,Stanley G. Weinbaum,$9.99,,42.0,Vintage Sci-Fi Classics,January 2018,,1528703383,9781528703383,8.5 x 5.5 x 0.1 inches,0.14 pounds,0
4314,1006,8844,The Followers Of Horus,Science Fiction : Space Opera,Andy Lloyd and Bruce Stephen Holms,$16.95,,198 pages,Timeless Voyager Press,"""October 11, 2017""",English,1892264277,978-1892264275,6 x 0.4 x 9 inches,14.9 ounces,The Godfifa,Thrillers - Psychological,Stephen R. Tabone and Stephen R. Tabone and Marko Trpeski,$12.00,,318.0,Createspace Independent Publishing Platform,February 2016,,1523786671,9781523786671,8 x 5 x 0.71 inches,0.76 pounds,0
566,901,376,"""Privateer: Alexis Carew ,5 (Volume 5)""",Science Fiction : Space Opera,J A Sutherland,$17.99,Alexis Carew (Book 5),478 pages,CreateSpace Independent Publishing Platform,"""November 1, 2017""",English,1977820913,978-1977820914,6 x 1.2 x 9 inches,1.8 pounds,"""Privateer  :  Alexis Carew ,5""",Science Fiction - Space Opera,J. a. Sutherland,$17.99,,478.0,Createspace Independent Publishing Platform,November 2017,,1977820913,9781977820914,9 x 6 x 1.06 inches,1.53 pounds,1
349,412,232,Biom Alpha (German Edition),Science Fiction : Space Opera,Uwe Post and Frederic Brake,$20.50,,254 pages,Books on Demand,"""January 31, 2018""",German,3746069084,978-3746069081,5 x 0.6 x 8 inches,9.9 ounces,Biom Alpha,Science Fiction - Space Opera,Uwe Post and Frederic Brake and Uwe Hermann,$20.50,,254.0,Books on Demand,January 2018,,3746069084,9783746069081,8 x 5 x 0.58 inches,0.61 pounds,1
2446,1970,4230,Animus,Fantasy : Dark,Alex Owens,$12.99,,174 pages,CreateSpace Independent Publishing Platform,"""November 13, 2017""",English,1979740747,978-1979740746,5.2 x 0.4 x 8 inches,9.1 ounces,Animus,Fantasy - Dark Fantasy,Alex Owens,$12.99,,174.0,Createspace Independent Publishing Platform,November 2017,,1979740747,9781979740746,8 x 5.25 x 0.4 inches,0.45 pounds,1
496,3,333,The Crimson King (The Horus Heresy),Science Fiction : Space Opera,Graham McNeill,$9.99,The Horus Heresy,480 pages,Games Workshop,"""December 25, 2018""",English,178496834X,978-1784968342,4.2 x 6.7 inches,1.1 pounds,The Crimson King,Science Fiction - Space Opera,Graham McNeill,$15.11,,464.0,Games Workshop,December 2017,,1784966193,9781784966195,9.2 x 6.1 x 1.3 inches,1.3 pounds,0
1984,1179,3918,"""Nightly Owl, Fatal Raven""",Fantasy : Dark,Jessica McHugh,$15.95,,220 pages,Raw Dog Screaming Press,"""June 14, 2018""",English,1947879030,978-1947879034,6 x 0.5 x 9 inches,11.7 ounces,"""Nightly Owl, Fatal Raven""",Fantasy - Dark Fantasy,Jessica McHugh,$15.95,,220.0,Raw Dog Screaming Press,June 2018,,1947879030,9781947879034,9 x 6 x 0.5 inches,0.72 pounds,1
3515,1636,6147,The Blood of Altlock: Book 1 of the Altlock Saga (Volume 1),Fantasy : Dark,R. A. Miller,$9.99,The Altlock Saga,124 pages,CreateSpace Independent Publishing Platform; 2 edition,"""January 12, 2018""",English,198382383X,978-1983823831,6 x 0.3 x 9 inches,8.5 ounces,Dead Magic  :  Book II of the Witch-Born Series,Fantasy - Dark Fantasy,A. J. Maguire,$16.99,,262.0,Createspace Independent Publishing Platform,November 2015,,1519421419,9781519421418,9.02 x 5.98 x 0.59 inches,0.86 pounds,0
3644,1266,6667,The Vampire Within (Immortal Kiss),Fantasy : Dark,Laura Daleo,$9.00,Immortal Kiss (Book 3),242 pages,"""Story Bound Publishing, LLC""","""March 16, 2018""",English,099784616X,978-0997846164,6 x 0.6 x 9 inches,12.8 ounces,The Forsaken,Fantasy - Dark Fantasy,Laura Thalassa,$12.99,,342.0,Lavabrook Publishing Group,March 2015,,1942662068,9781942662068,7.99 x 5.24 x 0.76 inches,0.86 pounds,0
3686,570,6733,Chaos Fountain: The Chronicles of Acension (Volume 1),Science Fiction : Space Opera,D. C. Ballard,$14.95,The Chronicles of Acension,330 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 6, 2018""",English,1981472932,978-1981472932,6 x 0.8 x 9 inches,1.2 pounds,The Mercenaries of Havenshaw Crypt,Fantasy - Dark Fantasy,D. G. Sutter,$12.99,,140.0,Morbidbooks,February 2015,,692360409,9780692360408,8 x 5.25 x 0.33 inches,0.37 pounds,0
1146,636,1278,Fringe Campaign,Science Fiction : Space Opera,Rachel Aukes,$12.99,Fringe (Book 3),,Surprisingly Adequate Publishing,"""December 22, 2017""",English,989901882,978-0989901888,5.5 x 0.4 x 8.5 inches,9.1 ounces,Fringe Station,Science Fiction - Space Opera,Rachel Aukes,$12.99,,192.0,Surprisingly Adequate Publishing,October 2016,,989901874,9780989901871,8.5 x 5.5 x 0.41 inches,0.5 pounds,0
2101,1413,4004,The Song of All (Legacy of the Heavens),Fantasy : Dark,Tina LeCount Myers,$13.46,Legacy of the Heavens (Book 1),452 pages,Night Shade Books,"""February 20, 2018""",English,1597809233,978-1597809238,6 x 1.2 x 9 inches,1.2 pounds,The Song of All,Fantasy - Dark Fantasy,Tina Lecount Myers,$14.99,,452.0,Night Shade Books,February 2018,,1597809233,9781597809238,8.9 x 6 x 1.3 inches,1.2 pounds,1
582,21,383,The Spark,Science Fiction : Space Opera,David Drake,$7.05,,368 pages,Baen,"""October 30, 2018""",English,1481483595,978-1481483599,4.1 x 6.8 inches,1.1 pounds,The Eye of Medusa,Science Fiction - Space Opera,David Guymer,$13.43,,432.0,Games Workshop,November 2017,,1784966134,9781784966133,7.6 x 5 x 1.2 inches,0.66 pounds,0
3387,1563,5770,The Suffering,Fantasy : Dark,Robert Cano,$6.99,,109 pages,Independently published,"""January 24, 2018""",English,1549809512,978-1549809514,5 x 0.3 x 8 inches,6.2 ounces,The Shadow Kingdom,Fantasy - Dark Fantasy,Robert E. Howard,$9.99,,40.0,Createspace Independent Publishing Platform,April 2016,,1532895704,9781532895708,9 x 6 x 0.08 inches,0.15 pounds,0
1190,477,1400,The Lotus Eaters,Science Fiction : Space Opera,Stanley G. Weinbaum,$9.99,,42 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703464,978-1528703468,5.5 x 0.1 x 8.5 inches,2.4 ounces,The Great Betrayal,Science Fiction - Space Opera,Michael G. Thomas,$13.99,,332.0,Swordworks,August 2016,,1911092278,9781911092278,8 x 5.25 x 0.74 inches,0.83 pounds,0
1814,850,3508,Human Parity (Emergence Series),Science Fiction : Space Opera,J. Robert,,Emergence Series (Book 1),339 pages,Independently published,"""November 12, 2017""",English,1549942352,978-1549942358,6 x 0.8 x 9 inches,1.3 pounds,The Human,Science Fiction - Space Opera,MR Robert Mastromarino,$9.49,,244.0,Createspace Independent Publishing Platform,February 2013,,1482048183,9781482048186,9.02 x 5.98 x 0.51 inches,0.73 pounds,0
