_id,ltable_ID,rtable_ID,ltable_Name,ltable_Category,ltable_Author,ltable_Price,ltable_Series,ltable_Pages,ltable_Publisher,ltable_Date,ltable_Language,ltable_ISBN_10,ltable_ISBN_13,ltable_Dimensions,ltable_Weight,rtable_Name,rtable_Category,rtable_Author,rtable_Price,rtable_Series,rtable_Pages,rtable_Publisher,rtable_Date,rtable_Language,rtable_ISBN_10,rtable_ISBN_13,rtable_Dimensions,rtable_Weight
1392,1869,1854,Bedlam: Fourth Book of the Nameless Chronicle (Volume 4),Fantasy : Dark,M. T. Miller,$14.99,The Nameless Chronicle (Book 4),178 pages,CreateSpace Independent Publishing Platform; 1 edition,"""December 1, 2017""",English,197999613X,978-1979996136,6 x 0.4 x 9 inches,11.5 ounces,The Shrike  :  Book III of the Slave Empire Series,Science Fiction - Space Opera,T. C. Southwell,$16.00,,244.0,Createspace Independent Publishing Platform,January 2016,,1523676043,9781523676040,8.5 x 5.5 x 0.55 inches,0.69 pounds
1393,1914,1854,Within the Ice: Book 1 of the Isiir Chronicles,Fantasy : Dark,C. J. LaPolla,,Isiir Chronicles (Book 1),292 pages,Independently published,"""November 22, 2017""",English,1973361965,978-1973361961,5 x 0.7 x 8 inches,13.6 ounces,The Shrike  :  Book III of the Slave Empire Series,Science Fiction - Space Opera,T. C. Southwell,$16.00,,244.0,Createspace Independent Publishing Platform,January 2016,,1523676043,9781523676040,8.5 x 5.5 x 0.55 inches,0.69 pounds
1394,2102,1860,The Love Chain of Lucinda Melagoza,Fantasy : Dark,Joel Russell,$4.99,,28 pages,Independently published,"""October 20, 2017""",English,1973102293,978-1973102298,5 x 0.1 x 8 inches,2.9 ounces,The Hero of Hyla,Science Fiction - Space Opera,Joel Stephens,$12.99,,278.0,Createspace Independent Publishing Platform,January 2016,,1523246138,9781523246137,9.02 x 5.98 x 0.58 inches,0.83 pounds
1395,502,1861,Triplanetary,Science Fiction : Space Opera,"E.E. ""Doc"" Smith",$14.99,,294 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703170,978-1528703178,5.5 x 0.7 x 8.5 inches,13.3 ounces,Triplanetary (Deseret Alphabet Edition),Science Fiction - Space Opera,Edward Elmer Smith,$14.00,,268.0,Createspace Independent Publishing Platform,January 2016,,1523380195,9781523380190,9 x 6 x 0.56 inches,0.8 pounds
1396,547,1865,Infinity Engine: Transformation Book Three,Science Fiction : Space Opera,Neal Asher,$15.99,Transformation (Book 3),488 pages,Night Shade Books; First Trade Paper edition,"""January 9, 2018""",English,1597809101,978-1597809108,5.8 x 1.2 x 8.8 inches,1.2 pounds,Dark Intelligence  :  Transformation Book One,Science Fiction - Space Opera,Neal Asher,$15.99,,412.0,Night Shade Books,January 2016,,159780844X,9781597808446,8.9 x 6 x 1.3 inches,1 pounds
1397,945,1866,"""The Gods of Mars: Barsoom ,2""",Science Fiction : Space Opera,Edgar Rice Burroughs,$8.99,,286 pages,CreateSpace Independent Publishing Platform,"""October 22, 2017""",English,1979033773,978-1979033770,6 x 0.6 x 9 inches,1.1 pounds,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$10.00,,230.0,Createspace Independent Publishing Platform,January 2016,,1523447125,9781523447121,8 x 5 x 0.52 inches,0.56 pounds
1398,1639,1866,The Works of Edgar Allan Poe,Fantasy : Dark,Edgar Allan Poe,$18.95,,456 pages,Independently published,"""January 11, 2018""",English,1976871204,978-1976871207,8.5 x 1.2 x 11 inches,2.8 pounds,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$10.00,,230.0,Createspace Independent Publishing Platform,January 2016,,1523447125,9781523447121,8 x 5 x 0.52 inches,0.56 pounds
1399,273,1866,The Chessmen of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,95 pages,Independently published,"""February 27, 2018""",English,1980412219,978-1980412212,8.5 x 0.2 x 11 inches,10.9 ounces,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$10.00,,230.0,Createspace Independent Publishing Platform,January 2016,,1523447125,9781523447121,8 x 5 x 0.52 inches,0.56 pounds
1400,2226,1866,The Works of Edgar Allan Poe  Volume 1,Fantasy : Dark,Edgar Allan Poe,$14.95,,196 pages,Independently published,"""October 2, 2017""",English,1549881051,978-1549881053,6 x 0.5 x 9 inches,12.5 ounces,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$10.00,,230.0,Createspace Independent Publishing Platform,January 2016,,1523447125,9781523447121,8 x 5 x 0.52 inches,0.56 pounds
1401,1877,1866,The Works of Edgar Allan Poe (Five Volumes),Fantasy : Dark,Edgar Allan Poe,$19.50,,480 pages,Independently published,"""November 30, 2017""",English,1973430339,978-1973430339,8.5 x 1.2 x 11 inches,3 pounds,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$10.00,,230.0,Createspace Independent Publishing Platform,January 2016,,1523447125,9781523447121,8 x 5 x 0.52 inches,0.56 pounds
1402,278,1866,The Gods of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,97 pages,Independently published,"""February 26, 2018""",English,1980406413,978-1980406419,8.5 x 0.2 x 11 inches,11 ounces,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$10.00,,230.0,Createspace Independent Publishing Platform,January 2016,,1523447125,9781523447121,8 x 5 x 0.52 inches,0.56 pounds
1403,1847,1866,The Dead Shall Live: Volume Two of The Fury Triad (Volume 2),Fantasy : Dark,Patricia Burroughs,$20.99,The Fury Triad,596 pages,Story Spring Publishing,"""December 4, 2017""",English,1940699193,978-1940699196,6 x 1.4 x 9 inches,2.2 pounds,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$10.00,,230.0,Createspace Independent Publishing Platform,January 2016,,1523447125,9781523447121,8 x 5 x 0.52 inches,0.56 pounds
1404,281,1866,Warlord of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,117 pages,Independently published,"""February 26, 2018""",English,1980407967,978-1980407966,6 x 0.3 x 9 inches,8.2 ounces,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$10.00,,230.0,Createspace Independent Publishing Platform,January 2016,,1523447125,9781523447121,8 x 5 x 0.52 inches,0.56 pounds
1405,2166,1866,The Narrative of Arthur Gordon Pym,Fantasy : Dark,Edgar Allan Poe,$14.99,,260 pages,Shadowridge Press,"""October 10, 2017""",English,1946808083,978-1946808080,7 x 0.6 x 10 inches,1.3 pounds,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$10.00,,230.0,Createspace Independent Publishing Platform,January 2016,,1523447125,9781523447121,8 x 5 x 0.52 inches,0.56 pounds
1406,287,1870,Children of the Void (Rogue Star) (Volume 2),Science Fiction : Space Opera,James E. Wisher,$7.99,Rogue Star,158 pages,Sand Hill Publishing,"""February 25, 2018""",English,1945763256,978-1945763250,5.5 x 0.4 x 8.5 inches,9.3 ounces,Image of the Gods,Science Fiction - Space Opera,Alan E. Nourse,$4.99,,24.0,Positronic Publishing,January 2016,,1515404102,9781515404101,9.02 x 5.98 x 0.06 inches,0.11 pounds
1407,273,1874,The Chessmen of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,95 pages,Independently published,"""February 27, 2018""",English,1980412219,978-1980412212,8.5 x 0.2 x 11 inches,10.9 ounces,A Princess of Mars (Annotated),Science Fiction - Space Opera,Edgar Rice Burroughs,$6.99,,132.0,Createspace Independent Publishing Platform,January 2016,,1523285524,9781523285525,9 x 6 x 0.28 inches,0.41 pounds
1408,278,1874,The Gods of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,97 pages,Independently published,"""February 26, 2018""",English,1980406413,978-1980406419,8.5 x 0.2 x 11 inches,11 ounces,A Princess of Mars (Annotated),Science Fiction - Space Opera,Edgar Rice Burroughs,$6.99,,132.0,Createspace Independent Publishing Platform,January 2016,,1523285524,9781523285525,9 x 6 x 0.28 inches,0.41 pounds
1409,281,1874,Warlord of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,117 pages,Independently published,"""February 26, 2018""",English,1980407967,978-1980407966,6 x 0.3 x 9 inches,8.2 ounces,A Princess of Mars (Annotated),Science Fiction - Space Opera,Edgar Rice Burroughs,$6.99,,132.0,Createspace Independent Publishing Platform,January 2016,,1523285524,9781523285525,9 x 6 x 0.28 inches,0.41 pounds
1410,2303,1876,Concrete Island: A Novel,Psychological Thrillers,J. G. Ballard and Neil Gaiman,$16.00,,176 pages,Picador,"""June 12, 2018""",English,1250171520,978-1250171528,5.4 x 8.2 inches,1.1 pounds,Moonskin  :  A Novel of the Purlieu,Science Fiction - Space Opera,Anthony J. Zingales and Sarah K. Zingales,$12.43,,346.0,Createspace Independent Publishing Platform,January 2016,,1523350385,9781523350384,8 x 5 x 0.72 inches,0.75 pounds
1411,1639,1877,The Works of Edgar Allan Poe,Fantasy : Dark,Edgar Allan Poe,$18.95,,456 pages,Independently published,"""January 11, 2018""",English,1976871204,978-1976871207,8.5 x 1.2 x 11 inches,2.8 pounds,The Chessmen of Mars (Annotated),Science Fiction - Space Opera,Edgar Rice Burroughs,$7.70,,166.0,Createspace Independent Publishing Platform,January 2016,,1523607831,9781523607839,9 x 6 x 0.35 inches,0.51 pounds
1412,273,1877,The Chessmen of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,95 pages,Independently published,"""February 27, 2018""",English,1980412219,978-1980412212,8.5 x 0.2 x 11 inches,10.9 ounces,The Chessmen of Mars (Annotated),Science Fiction - Space Opera,Edgar Rice Burroughs,$7.70,,166.0,Createspace Independent Publishing Platform,January 2016,,1523607831,9781523607839,9 x 6 x 0.35 inches,0.51 pounds
1413,2226,1877,The Works of Edgar Allan Poe  Volume 1,Fantasy : Dark,Edgar Allan Poe,$14.95,,196 pages,Independently published,"""October 2, 2017""",English,1549881051,978-1549881053,6 x 0.5 x 9 inches,12.5 ounces,The Chessmen of Mars (Annotated),Science Fiction - Space Opera,Edgar Rice Burroughs,$7.70,,166.0,Createspace Independent Publishing Platform,January 2016,,1523607831,9781523607839,9 x 6 x 0.35 inches,0.51 pounds
1414,1877,1877,The Works of Edgar Allan Poe (Five Volumes),Fantasy : Dark,Edgar Allan Poe,$19.50,,480 pages,Independently published,"""November 30, 2017""",English,1973430339,978-1973430339,8.5 x 1.2 x 11 inches,3 pounds,The Chessmen of Mars (Annotated),Science Fiction - Space Opera,Edgar Rice Burroughs,$7.70,,166.0,Createspace Independent Publishing Platform,January 2016,,1523607831,9781523607839,9 x 6 x 0.35 inches,0.51 pounds
1415,278,1877,The Gods of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,97 pages,Independently published,"""February 26, 2018""",English,1980406413,978-1980406419,8.5 x 0.2 x 11 inches,11 ounces,The Chessmen of Mars (Annotated),Science Fiction - Space Opera,Edgar Rice Burroughs,$7.70,,166.0,Createspace Independent Publishing Platform,January 2016,,1523607831,9781523607839,9 x 6 x 0.35 inches,0.51 pounds
1416,281,1877,Warlord of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,117 pages,Independently published,"""February 26, 2018""",English,1980407967,978-1980407966,6 x 0.3 x 9 inches,8.2 ounces,The Chessmen of Mars (Annotated),Science Fiction - Space Opera,Edgar Rice Burroughs,$7.70,,166.0,Createspace Independent Publishing Platform,January 2016,,1523607831,9781523607839,9 x 6 x 0.35 inches,0.51 pounds
1417,2166,1877,The Narrative of Arthur Gordon Pym,Fantasy : Dark,Edgar Allan Poe,$14.99,,260 pages,Shadowridge Press,"""October 10, 2017""",English,1946808083,978-1946808080,7 x 0.6 x 10 inches,1.3 pounds,The Chessmen of Mars (Annotated),Science Fiction - Space Opera,Edgar Rice Burroughs,$7.70,,166.0,Createspace Independent Publishing Platform,January 2016,,1523607831,9781523607839,9 x 6 x 0.35 inches,0.51 pounds
1418,1330,1878,The Dark Age Chronicles: Eve of the Hunters,Fantasy : Dark,T.  L. Bailey,,The dark Age Chronicles (Book 2),275 pages,Independently published,"""March 5, 2018""",English,1980478775,978-1980478775,6 x 0.7 x 9 inches,1.1 pounds,The Crystal Ship  :  Book II of the Slave Empire Series,Science Fiction - Space Opera,T. C. Southwell,$14.00,,194.0,Createspace Independent Publishing Platform,January 2016,,1523674636,9781523674633,8.5 x 5.5 x 0.45 inches,0.56 pounds
1419,1869,1878,Bedlam: Fourth Book of the Nameless Chronicle (Volume 4),Fantasy : Dark,M. T. Miller,$14.99,The Nameless Chronicle (Book 4),178 pages,CreateSpace Independent Publishing Platform; 1 edition,"""December 1, 2017""",English,197999613X,978-1979996136,6 x 0.4 x 9 inches,11.5 ounces,The Crystal Ship  :  Book II of the Slave Empire Series,Science Fiction - Space Opera,T. C. Southwell,$14.00,,194.0,Createspace Independent Publishing Platform,January 2016,,1523674636,9781523674633,8.5 x 5.5 x 0.45 inches,0.56 pounds
1420,1914,1878,Within the Ice: Book 1 of the Isiir Chronicles,Fantasy : Dark,C. J. LaPolla,,Isiir Chronicles (Book 1),292 pages,Independently published,"""November 22, 2017""",English,1973361965,978-1973361961,5 x 0.7 x 8 inches,13.6 ounces,The Crystal Ship  :  Book II of the Slave Empire Series,Science Fiction - Space Opera,T. C. Southwell,$14.00,,194.0,Createspace Independent Publishing Platform,January 2016,,1523674636,9781523674633,8.5 x 5.5 x 0.45 inches,0.56 pounds
1421,245,1879,Peddler to the Stars,Science Fiction : Space Opera,Andrew van Aardvark,$9.95,,256 pages,Independently published,"""March 2, 2018""",English,1980306281,978-1980306283,6 x 0.6 x 9 inches,15.8 ounces,Darkness in the Stars  :  The Battle for Zaxon B,Science Fiction - Space Opera,Andrew McGregor,$26.99,,830.0,Createspace Independent Publishing Platform,January 2016,,1523750707,9781523750702,9 x 6 x 1.65 inches,2.4 pounds
1422,1062,1921,The War of the Worlds,Science Fiction : Space Opera,H. G. Wells,$9.95,,112 pages,Independently published,"""October 2, 2017""",English,1549884506,978-1549884504,6 x 0.3 x 9 inches,7.8 ounces,The Pirates of Mizar,Science Fiction - Space Opera,M. H. Wilson,$9.99,,238.0,Createspace Independent Publishing Platform,December 2015,,1523720948,9781523720941,9 x 6 x 0.5 inches,0.71 pounds
1423,1108,1921,The Last Bastion of Star City (Perseus Gate) (Volume 4),Science Fiction : Space Opera,M. D. Cooper,$6.99,Perseus Gate (Book 4),142 pages,CreateSpace Independent Publishing Platform,"""September 25, 2017""",English,1977683312,978-1977683311,5.2 x 0.4 x 8 inches,7.8 ounces,The Pirates of Mizar,Science Fiction - Space Opera,M. H. Wilson,$9.99,,238.0,Createspace Independent Publishing Platform,December 2015,,1523720948,9781523720941,9 x 6 x 0.5 inches,0.71 pounds
1424,2535,1921,The Secret Places of the Heart,Psychological Thrillers,H. G. Wells,$6.20,,126 pages,CreateSpace Independent Publishing Platform,"""February 15, 2018""",English,1985583240,978-1985583245,6 x 0.3 x 9 inches,8.6 ounces,The Pirates of Mizar,Science Fiction - Space Opera,M. H. Wilson,$9.99,,238.0,Createspace Independent Publishing Platform,December 2015,,1523720948,9781523720941,9 x 6 x 0.5 inches,0.71 pounds
1425,493,1921,The Winds of Time,Science Fiction : Space Opera,James H. Schmitz,$9.99,,52 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703251,978-1528703253,5.5 x 0.1 x 8.5 inches,2.9 ounces,The Pirates of Mizar,Science Fiction - Space Opera,M. H. Wilson,$9.99,,238.0,Createspace Independent Publishing Platform,December 2015,,1523720948,9781523720941,9 x 6 x 0.5 inches,0.71 pounds
1426,268,1922,The Hyperspace Trap,Science Fiction : Space Opera,Christopher Nuttall,$10.99,,400 pages,47North,"""February 27, 2018""",English,1503949095,978-1503949096,5.5 x 1 x 8.2 inches,14.1 ounces,The Binary Bounty,Science Fiction - Space Opera,Christopher Francis,$12.50,,186.0,Createspace Independent Publishing Platform,December 2015,,1519536666,9781519536662,9.02 x 5.98 x 0.43 inches,0.62 pounds
1427,450,1926,Star Runners: Scorpions (Star Runners Universe) (Volume 4),Science Fiction : Space Opera,L.E. Thomas,$13.99,Star Runners Universe,382 pages,CreateSpace Independent Publishing Platform; 2 edition,"""January 23, 2018""",English,1984150480,978-1984150486,6 x 1 x 9 inches,1.4 pounds,Star Runners  :  Mission Wraith,Science Fiction - Space Opera,L. E. Thomas,$13.99,,316.0,Shadow Max Publishing,December 2015,,0692585532,9780692585535,9.02 x 5.98 x 0.71 inches,1.02 pounds
1428,522,1930,Flight of the Ko,Science Fiction : Space Opera,TJ Morris,$7.50,,106 pages,CreateSpace Independent Publishing Platform,"""January 13, 2018""",English,198375739X,978-1983757396,6 x 0.2 x 9 inches,7.5 ounces,Children of the Revolution,Science Fiction - Space Opera,MacKenzie Morris,$9.99,,236.0,Createspace Independent Publishing Platform,December 2015,,1522712313,9781522712312,7.99 x 5 x 0.54 inches,0.57 pounds
1429,502,1935,Triplanetary,Science Fiction : Space Opera,"E.E. ""Doc"" Smith",$14.99,,294 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703170,978-1528703178,5.5 x 0.7 x 8.5 inches,13.3 ounces,Triplanetary,Science Fiction - Space Opera,Edward E. Smith,$5.90,,112.0,Transmedia Publishing,December 2015,,394296130X,9783942961301,9 x 6 x 0.23 inches,0.35 pounds
1430,2300,1944,The Perfect Family,Psychological Thrillers,Samantha King,$15.95,,304 pages,Kensington,"""June 26, 2018""",English,1496715357,978-1496715357,,13 ounces,The Fire People,Science Fiction - Space Opera,Raymond King Cummings,$9.99,,98.0,Createspace Independent Publishing Platform,November 2015,,151938131X,9781519381316,11.02 x 8.5 x 0.2 inches,0.55 pounds
1431,225,1978,Neptune's War: Book Three of the Earth Dawning Series (Volume 3),Science Fiction : Space Opera,Nick Webb,$18.99,Earth Dawning,422 pages,CreateSpace Independent Publishing Platform,"""March 6, 2018""",English,1986245934,978-1986245937,5 x 1.1 x 8 inches,1.2 pounds,Warrior  :  Book 2 of the Legacy Fleet Trilogy,Science Fiction - Space Opera,Nick Webb,$16.99,,376.0,Createspace Independent Publishing Platform,November 2015,,1519465912,9781519465917,8 x 5 x 0.84 inches,0.9 pounds
1432,2002,1978,Abominations: Children of the Fallen Book One,Fantasy : Dark,Nick Lilavois,$5.25,Children of the Fallen (Book 1),40 pages,Independently published,"""November 6, 2017""",English,1973235579,978-1973235576,6 x 0.1 x 9 inches,3.8 ounces,Warrior  :  Book 2 of the Legacy Fleet Trilogy,Science Fiction - Space Opera,Nick Webb,$16.99,,376.0,Createspace Independent Publishing Platform,November 2015,,1519465912,9781519465917,8 x 5 x 0.84 inches,0.9 pounds
1433,1978,1978,Abominations: Children of the Fallen Book Two,Fantasy : Dark,Nick Lilavois,$19.35,Children of the Fallen (Book 2),480 pages,Independently published,"""November 11, 2017""",English,1973270544,978-1973270546,6 x 1.1 x 9 inches,1.8 pounds,Warrior  :  Book 2 of the Legacy Fleet Trilogy,Science Fiction - Space Opera,Nick Webb,$16.99,,376.0,Createspace Independent Publishing Platform,November 2015,,1519465912,9781519465917,8 x 5 x 0.84 inches,0.9 pounds
1434,945,2007,"""The Gods of Mars: Barsoom ,2""",Science Fiction : Space Opera,Edgar Rice Burroughs,$8.99,,286 pages,CreateSpace Independent Publishing Platform,"""October 22, 2017""",English,1979033773,978-1979033770,6 x 0.6 x 9 inches,1.1 pounds,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.99,,234.0,Createspace Independent Publishing Platform,November 2015,,1519107528,9781519107527,9 x 6 x 0.49 inches,0.7 pounds
1435,1639,2007,The Works of Edgar Allan Poe,Fantasy : Dark,Edgar Allan Poe,$18.95,,456 pages,Independently published,"""January 11, 2018""",English,1976871204,978-1976871207,8.5 x 1.2 x 11 inches,2.8 pounds,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.99,,234.0,Createspace Independent Publishing Platform,November 2015,,1519107528,9781519107527,9 x 6 x 0.49 inches,0.7 pounds
1436,273,2007,The Chessmen of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,95 pages,Independently published,"""February 27, 2018""",English,1980412219,978-1980412212,8.5 x 0.2 x 11 inches,10.9 ounces,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.99,,234.0,Createspace Independent Publishing Platform,November 2015,,1519107528,9781519107527,9 x 6 x 0.49 inches,0.7 pounds
1437,2226,2007,The Works of Edgar Allan Poe  Volume 1,Fantasy : Dark,Edgar Allan Poe,$14.95,,196 pages,Independently published,"""October 2, 2017""",English,1549881051,978-1549881053,6 x 0.5 x 9 inches,12.5 ounces,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.99,,234.0,Createspace Independent Publishing Platform,November 2015,,1519107528,9781519107527,9 x 6 x 0.49 inches,0.7 pounds
1438,1877,2007,The Works of Edgar Allan Poe (Five Volumes),Fantasy : Dark,Edgar Allan Poe,$19.50,,480 pages,Independently published,"""November 30, 2017""",English,1973430339,978-1973430339,8.5 x 1.2 x 11 inches,3 pounds,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.99,,234.0,Createspace Independent Publishing Platform,November 2015,,1519107528,9781519107527,9 x 6 x 0.49 inches,0.7 pounds
1439,278,2007,The Gods of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,97 pages,Independently published,"""February 26, 2018""",English,1980406413,978-1980406419,8.5 x 0.2 x 11 inches,11 ounces,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.99,,234.0,Createspace Independent Publishing Platform,November 2015,,1519107528,9781519107527,9 x 6 x 0.49 inches,0.7 pounds
1440,1847,2007,The Dead Shall Live: Volume Two of The Fury Triad (Volume 2),Fantasy : Dark,Patricia Burroughs,$20.99,The Fury Triad,596 pages,Story Spring Publishing,"""December 4, 2017""",English,1940699193,978-1940699196,6 x 1.4 x 9 inches,2.2 pounds,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.99,,234.0,Createspace Independent Publishing Platform,November 2015,,1519107528,9781519107527,9 x 6 x 0.49 inches,0.7 pounds
1441,281,2007,Warlord of Mars,Science Fiction : Space Opera,Edgar Rice Burroughs,$19.95,,117 pages,Independently published,"""February 26, 2018""",English,1980407967,978-1980407966,6 x 0.3 x 9 inches,8.2 ounces,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.99,,234.0,Createspace Independent Publishing Platform,November 2015,,1519107528,9781519107527,9 x 6 x 0.49 inches,0.7 pounds
1442,2166,2007,The Narrative of Arthur Gordon Pym,Fantasy : Dark,Edgar Allan Poe,$14.99,,260 pages,Shadowridge Press,"""October 10, 2017""",English,1946808083,978-1946808080,7 x 0.6 x 10 inches,1.3 pounds,The Gods of Mars,Science Fiction - Space Opera,Edgar Rice Burroughs,$9.99,,234.0,Createspace Independent Publishing Platform,November 2015,,1519107528,9781519107527,9 x 6 x 0.49 inches,0.7 pounds
1443,1128,2020,The Aliens,Science Fiction : Space Opera,Murray Leinster,$7.99,,70 pages,CreateSpace Independent Publishing Platform,"""September 24, 2017""",English,1977589774,978-1977589774,6 x 0.2 x 9 inches,5.6 ounces,The Pirates of Ersatz,Science Fiction - Space Opera,Murray Leinster,$20.99,,274.0,Createspace Independent Publishing Platform,October 2015,,1518652689,9781518652684,9.02 x 5.98 x 0.58 inches,0.81 pounds
1444,1902,2023,The Traveller and Chaos,Fantasy : Dark,Harry J. Bentham,,,295 pages,Independently published,"""November 25, 2017""",English,1973387190,978-1973387190,5 x 0.7 x 8 inches,13.8 ounces,The K-Factor,Science Fiction - Space Opera,Harry Harrison,$4.99,,30.0,Positronic Publishing,October 2015,,151540241X,9781515402411,9.02 x 5.98 x 0.07 inches,0.13 pounds
1445,2365,2023,The Solitary Twin,Psychological Thrillers,Harry Mathews,$15.95,,160 pages,New Directions,"""March 27, 2018""",English,0811227545,978-0811227544,5.2 x 0.4 x 8 inches,4.8 ounces,The K-Factor,Science Fiction - Space Opera,Harry Harrison,$4.99,,30.0,Positronic Publishing,October 2015,,151540241X,9781515402411,9.02 x 5.98 x 0.07 inches,0.13 pounds
1446,479,2023,The K-Factor,Science Fiction : Space Opera,Harry Harrison,$9.99,,42 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703502,978-1528703505,5.5 x 0.1 x 8.5 inches,2.4 ounces,The K-Factor,Science Fiction - Space Opera,Harry Harrison,$4.99,,30.0,Positronic Publishing,October 2015,,151540241X,9781515402411,9.02 x 5.98 x 0.07 inches,0.13 pounds
1447,480,2023,Deathworld 2: The Ethical Engineer,Science Fiction : Space Opera,Harry Harrison,$12.99,,148 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703499,978-1528703499,5.5 x 0.3 x 8.5 inches,6.9 ounces,The K-Factor,Science Fiction - Space Opera,Harry Harrison,$4.99,,30.0,Positronic Publishing,October 2015,,151540241X,9781515402411,9.02 x 5.98 x 0.07 inches,0.13 pounds
1448,916,2026,Scavengers: Dark Dreams,Science Fiction : Space Opera,Allan J. Stark,$4.49,Scavengers (Book 4),52 pages,Independently published,"""October 31, 2017""",English,1520112084,978-1520112084,5 x 0.1 x 8 inches,3.8 ounces,The Dark Element,Science Fiction - Space Opera,Mason J. Torall,$24.95,,664.0,Scorpion Ink LLC,October 2015,,069243884X,9780692438848,9.02 x 5.98 x 1.33 inches,1.93 pounds
1449,1864,2026,The Unyielding,Fantasy : Dark,Gary J. Shipley,$10.95,,100 pages,Eraserhead Press,"""December 1, 2017""",English,1621052419,978-1621052418,5 x 0.2 x 7 inches,3.5 ounces,The Dark Element,Science Fiction - Space Opera,Mason J. Torall,$24.95,,664.0,Scorpion Ink LLC,October 2015,,069243884X,9780692438848,9.02 x 5.98 x 1.33 inches,1.93 pounds
1450,2277,2030,The Party,Psychological Thrillers,Elizabeth Day,$15.99,,304 pages,Back Bay Books; Reprint edition,"""August 7, 2018""",English,0316556769,978-0316556767,,1.1 pounds,The Last Narkoy,Science Fiction - Space Opera,Elizabeth Price,$12.99,,352.0,Createspace Independent Publishing Platform,October 2015,,1541264231,9781541264236,9 x 6 x 0.73 inches,1.04 pounds
1451,315,2030,The Last Narkoy: OSLO (Volume 3),Science Fiction : Space Opera,Elizabeth Price,$12.99,The Last Narkoy,236 pages,CreateSpace Independent Publishing Platform; 1 edition,"""February 20, 2018""",English,1985760401,978-1985760400,6 x 0.5 x 9 inches,14.7 ounces,The Last Narkoy,Science Fiction - Space Opera,Elizabeth Price,$12.99,,352.0,Createspace Independent Publishing Platform,October 2015,,1541264231,9781541264236,9 x 6 x 0.73 inches,1.04 pounds
1452,2517,2031,The Business of Life,Psychological Thrillers,Robert W. Chambers,$17.99,,332 pages,CreateSpace Independent Publishing Platform,"""February 19, 2018""",English,1985697831,978-1985697836,6 x 0.8 x 9 inches,1.3 pounds,The Adventures of Drachir Volume I,Science Fiction - Space Opera,R. W. Finlan,$11.99,,258.0,Createspace Independent Publishing Platform,October 2015,,151771141X,9781517711412,9 x 6 x 0.58 inches,0.84 pounds
1453,2517,2039,The Business of Life,Psychological Thrillers,Robert W. Chambers,$17.99,,332 pages,CreateSpace Independent Publishing Platform,"""February 19, 2018""",English,1985697831,978-1985697836,6 x 0.8 x 9 inches,1.3 pounds,The Cut Throat World of Business,Science Fiction - Space Opera,Craig W. Atkisnon,$5.99,,114.0,Createspace Independent Publishing Platform,October 2015,,1518750346,9781518750342,9 x 6 x 0.24 inches,0.36 pounds
